,Date,name,contract,Delegator APR,Validator APR,Stake Balance,Base Stake,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
2968,2022-04-29,COWRYBASÎ,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,11.84,11.84,8177091359290240029756,5000000000000000000000,0.06,1500.0,21000000000000000000000,3177091359290240029756,2,2.0,523.0,cowrybase,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqt8llllsjt3r4f,Switzerland,98,240,0.0
2969,2022-04-29,WAVENODE,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,11.88,11.88,8075768071855639507508,5000000000000000000000,0.06,1500.0,13000000000000000000000,3075768071855639507508,2,3.0,657.0,wavenode,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,,99,240,0.0
2970,2022-04-29,Trust Staking Portugal,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,11.94,11.94,7913381673131033628721,5000000000000000000000,0.06,1500.0,15000000000000000000000,2913381673131033628720,2,2.0,216.0,truststakingpt,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq0hlllls4nnxck,Portugal,100,240,1.0
2971,2022-04-29,Trust Staking Switzerland,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,11.98,11.98,7791150827777929232671,5000000000000000000000,0.06,1500.0,14000000000000000000000,2791150827777929232670,2,5.0,381.0,truststakingsw,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvlllllsvqkhj8,Switzerland,101,240,0.0
2972,2022-04-29,Elrond Philippines Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,13.58,13.58,7371140687565602663262,5000000000000000000000,0.06,500.0,7371000000000000000000,2371140687565602663262,2,3.0,392.0,zillabytes,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,,105,240,0.0
2973,2022-04-29,Nic Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,12.32,12.32,7000875950217996631012,5000000000000000000000,0.05,1500.0,8000000000000000000000,2000875950217996631012,2,6.0,283.0,nictherick,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqvhlllls8ml0eg,Germany,106,240,0.0
2974,2022-04-29,ImpactStaking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,12.76,12.76,6999874663791162738840,5000000000000000000000,0.05,1200.0,7000000000000000000000,1999874663791162738840,2,3.0,613.0,impactstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,Planet Earth,107,240,0.0
2975,2022-04-29,Honest Scales Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,10.8,10.8,6418614369058825865120,2500000000000000000000,0.05,1500.0,10000000000000000000000,3918614369058825865120,1,1.0,123.0,honestscales,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqshllllstw5f20,,108,120,0.0
2976,2022-04-29,NTH Inc,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,12.25,12.25,5881028631658586037263,2500000000000000000000,0.04,500.0,6000000000000000000000,3381028631658586037263,1,2.0,522.0,nethus,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqullllls6uyu9r,Romania,109,120,1.0
2977,2022-04-29,art3mis.cloud,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,12.84,12.84,5699551140380308061369,2500000000000000000000,0.04,100.0,5700000000000000000000,3199551140380308061369,1,1.0,415.0,art3mis,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,,110,120,0.0
2978,2022-04-29,Xylius,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,11.88,11.88,5221741052021167796672,5000000000000000000000,0.04,2500.0,5700000000000000000000,221741052021167796672,2,2.0,95.0,xylius,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,,111,240,0.0
2979,2022-04-29,goldtree,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,15.81,15.81,2625000000000000000000,5000000000000000000000,0.04,0.0,2625000000000000000000,154000000000000000000,2,1.0,6.0,goldtree,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr0llllsj732py,"Germany, Europe",112,240,1.0
2980,2022-04-29,Ape Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,11.82,11.82,4854811064433738212161,2500000000000000000000,0.03,1175.0,5500000000000000000000,2354811064433738212161,1,1.0,280.0,apestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,"The Elrond Blockchain, thus everywhere!",118,120,0.0
2981,2022-04-29,Trust Staking RO,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,13.46,13.46,4742282010091462389127,2500000000000000000000,0.03,0.0,4742000000000000000000,2242282010091462389127,1,1.0,540.0,truststakingro,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,Romania,119,120,0.0
2982,2022-04-29,Mr.Reboot,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,13.91,13.91,4099355319509020802362,2500000000000000000000,0.03,10.0,4100000000000000000000,1599355319509020802362,1,2.0,483.0,newstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,,134,120,1.0
2983,2022-04-29,PXR Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,14.28,14.28,3699999931251285804463,2500000000000000000000,0.03,0.0,3700000000000000000000,1199999931251285804463,1,1.0,29.0,pxr_staking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,,207,120,1.0
2984,2022-04-29,Cryptobizz,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,12.16,12.16,3680327890797837571758,2500000000000000000000,0.03,1500.0,10000000000000000000000,1180327890797837571758,1,1.0,244.0,cryptobizz,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Sibiu,208,120,1.0
2985,2022-04-29,Trust the Netherlands,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,12.23,12.23,3596039900931355824030,2500000000000000000000,0.02,1500.0,0,1096039900931355824030,1,1.0,234.0,truststakingne,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,The Netherlands,209,120,1.0
2986,2022-04-29,FriendsStaking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,13.64,13.64,2999966781543115920337,2500000000000000000000,0.02,1000.0,3000000000000000000000,499966781543115920337,1,1.0,109.0,friendsstaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqs8llllsa3xsu3,,232,120,1.0
2987,2022-04-29,Swigs Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqahllllslcfrkx,0.0,0.0,2835759261908535508977,2500000000000000000000,0.02,1500.0,0,335759261908535508977,1,2.0,12.0,swigsstaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqahllllslcfrkx,Switzerland,236,0,1.0
2988,2022-04-29,ð¨ðµ Kevin â¡ï¸,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,9.19,9.19,2746228356797118910271,2500000000000000000000,0.02,4100.0,0,246228356797118910271,1,1.0,49.0,kevinlallement,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,France,242,120,0.0
2989,2022-04-29,XQ Company,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,0.0,0.0,2531300000000000000000,2500000000000000000000,0.02,10.0,25000000000000000000000,31300000000000000000,1,1.0,7.0,xqcompany,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,,290,0,1.0
2990,2022-04-29,Elrond Community Delegation ð,,,,,2182500000000000000000000,24.92,,,852499999999999983221937,873,,,elrondcom,,,,1,104760,
2991,2022-04-29,Just Mining,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,12.6,12.6,660856578409846330543656,557500000000000000000000,5.4,1650.0,660999810000000000000000,100393860081492987430792,223,233.0,12946.0,justminingfr,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,France,2,26639,0.0
2992,2022-04-29,Istari Vision,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,11.17,11.17,648132466907205458693364,342500000000000000000000,5.32,1700.0,0,305631315832089212054152,137,137.0,5392.0,istari_vision,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrhlllls062tu4,Switzerland & Germany,3,16439,0.0
2993,2022-04-29,Staking Agency,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,12.7,12.7,571501444661067047879173,455000000000000000000000,4.69,1500.0,600000000000000000000000,116497674951380500811488,182,182.0,11593.0,staking_agency,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhllllsajxzat,Romania,4,21839,0.0
2994,2022-04-29,Partner Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,11.77,11.77,421079757190962625672471,265000000000000000000000,3.45,1600.0,435000000000000000000000,156109717328452477586410,106,106.0,7571.0,partnerstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,Romania,5,12720,0.0
2995,2022-04-29,â¡ï¸Trust Stakingâ¡ï¸,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzhllllsp9wvyl,11.82,11.82,367713184095184978344120,175000000000000000000000,3.04,1000.0,0,195213184095184978344114,70,69.0,11003.0,truststaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzhllllsp9wvyl,England-Romania-USA-Swiss,6,8400,0.0
2996,2022-04-29,Binance Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,10.92,10.92,313762142223433233845578,75000000000000000000000,2.58,792.0,0,239261843823127333053570,30,30.0,8570.0,binance_staking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,,7,3600,1.0
2997,2022-04-29,The Palm Tree Network,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy8lllls62y8s5,12.04,12.04,229750280468575303598548,212500000000000000000000,2.28,1700.0,232500000000000000000000,65198479768433044439824,85,68.0,5107.0,thepalmtreenw,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy8lllls62y8s5,Barcelona,8,10435,0.0
2998,2022-04-29,âï¸ Valid Blocks,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,12.26,12.26,209087971520407112441987,112500000000000000000000,1.81,700.0,220000000000000000000000,109087971520407112441960,45,40.0,5214.0,validblocks,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,"Sibiu, Romania",9,5400,0.0
2999,2022-04-29,MGStaking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,11.46,11.46,220861848214973298281421,112500000000000000000000,1.81,100.0,226000000000000000000000,108361681912749352815900,45,51.0,10995.0,mgstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,Bucharest,10,4680,0.0
3000,2022-04-29,Empress Staking ð¥ 1 percent fee until 2024 ð¥,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,12.9,12.9,199800225628817822416631,90000000000000000000000,1.64,100.0,200235000000000000000000,109791312084826702420824,36,41.0,7459.0,empress_genmei,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,https://t.me/empress_staking,11,4320,0.0
3001,2022-04-29,Chain State Labs,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,12.67,12.67,195228799057987427983978,125000000000000000000000,1.6,1000.0,195000000000000000000000,70228798744285055276300,50,50.0,1551.0,cslabsio,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqphllllsndz99p,,12,6000,0.0
3002,2022-04-29,ARC Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqz8llllsh6u4jp,12.0,12.0,185417595440659792372049,127500000000000000000000,1.58,1500.0,220000000000000000000000,65468455716571508444235,51,48.0,5835.0,arcstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqz8llllsh6u4jp,"Sibiu, Romania",13,6120,0.0
3003,2022-04-29,UnitedGroup,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzllllls27850s,11.94,11.94,185064472963948959448718,117500000000000000000000,1.51,1500.0,200000000000000000000000,67564437617571224683086,47,47.0,2923.0,unitedgroup,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqzllllls27850s,Sibiu - Romania,14,5640,0.0
3004,2022-04-29,PrimalBlock,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx8llllsxavffq,13.63,13.63,180003479089909252061346,150000000000000000000000,1.47,1000.0,180000000000000000000000,30003439145976838691580,60,100.0,5468.0,primalblock,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx8llllsxavffq,Matrix,15,7200,0.0
3005,2022-04-29,Helios Staking ð¥â,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx0llllsdx93z0,12.19,12.19,174559473708412405676334,95000000000000000000000,1.43,1000.0,175000000000000000000000,79555303708412405676318,38,110.0,5412.0,heliosstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqx0llllsdx93z0,"Amsterdam, the Netherlands",16,4560,0.0
3006,2022-04-29,Everstake company,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,11.85,11.85,163054575712462203039407,110000000000000000000000,1.33,1500.0,182000000000000000000000,53054575712462203039380,44,100.0,3826.0,everstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq28llllsu54ydr,"Kyiv, Ukraine",17,5160,0.0
3007,2022-04-29,Alchemist Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,12.29,12.29,155206691282719252242389,87500000000000000000000,1.27,1000.0,157000000000000000000000,67704395027635118160975,35,42.0,7619.0,stakeborg,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,,18,4200,1.0
3008,2022-04-29,Oxsy AI,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,15.8,15.8,5251665214633512897543,92500000000000000000000,1.12,0.0,5000000000000000000000,44001665214633512897542,37,2.0,7.0,oxsy,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp8lllls9jsunl,"Sibiu, Romania",19,5140,0.0
3009,2022-04-29,ProCrypto ð Distributed Staking,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxlllllsmehg53,12.04,12.04,125668911168683878335681,97500000000000000000000,1.03,100.0,129129000000000000000000,28168911168683878335678,39,44.0,7524.0,procryptostaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqxlllllsmehg53,Global,20,3840,0.0
3010,2022-04-29,Equinoxe Capital,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,12.75,12.75,125229970520373884388835,50000000000000000000000,1.02,1.0,0,75229945308618931254200,20,26.0,1598.0,equinoxecapital,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Romania,21,2399,1.0
3011,2022-04-29,â¡ï¸Middle Staking ð«ð·,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyhllllsv4k7x2,12.35,12.35,92198789257771988436803,75000000000000000000000,0.75,1500.0,92300000000000000000000,17197788872895444181830,30,55.0,3044.0,middlestakingfr,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqyhllllsv4k7x2,France,24,3479,0.0
3012,2022-04-29,Staked,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,10.33,10.33,77190311302528274856279,22500000000000000000000,0.63,1500.0,0,54690311302528274856279,9,10.0,736.0,stakedinc,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,http://staked.us,28,1080,1.0
3013,2022-04-29,Stake Capital,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,11.32,11.32,74535009122740545487188,37500000000000000000000,0.61,1500.0,97049370000000000000000,37035998482634711771010,15,15.0,4229.0,stakecapital_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq20llllsh0uuxv,,29,1794,1.0
3014,2022-04-29,Titan Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,12.25,12.25,67797004423662166411023,47500000000000000000000,0.55,1500.0,68000000000000000000000,20297004423662166411007,19,19.0,1739.0,titanstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqr8llllse9cj2t,"Sibiu, Romania",30,2279,0.0
3015,2022-04-29,P2P Validator,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,11.87,11.87,67626676951752334619566,42500000000000000000000,0.55,1000.0,80000000000000000000000,25126676951752334619550,17,17.0,844.0,p2p_org_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,Milky Way,31,1919,1.0
3016,2022-04-29,Carpathian Stake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,12.03,12.03,46670031983021842052755,55000000000000000000000,0.53,1600.0,60000000000000000000000,9669996710319145711216,22,90.0,3013.0,carpathianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqy0lllls33dlmm,Sibiu in the â¥ of the Carpathian mountains,32,2604,0.0
3017,2022-04-29,Forbole,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,11.76,11.76,62932900702350917160800,37500000000000000000000,0.51,1500.0,85000000000000000000000,25432900702350917160795,15,22.0,761.0,forbole,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Cosmos,33,1799,0.0
3018,2022-04-29,Trust Staking US,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,11.78,11.78,62426205804172019531225,37500000000000000000000,0.51,1500.0,100000000000000000000000,24926205804172019531220,15,15.0,638.0,truststakingus,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq08llllsrvplwg,United States,34,1799,1.0
3019,2022-04-29,Incal (16 nodes)âï¸,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,13.35,13.35,55659567971518650613360,40000000000000000000000,0.45,800.0,55660000000000000000000,15659525874835465603824,16,20.0,1758.0,incal,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Decentralized,35,1919,0.0
3020,2022-04-29,Blockdaemon,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,11.08,11.08,54559932254926829284483,17500000000000000000000,0.44,1000.0,0,37059932254926829284477,7,7.0,419.0,bd_validators,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqu8lllls8clacj,,37,840,1.0
3021,2022-04-29,B-Harvest,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,12.49,12.49,47891492881670382101308,35000000000000000000000,0.39,1.0,50000000000000000000000,12891490280756682321048,14,20.0,1929.0,bharvest,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,South Korea,38,1419,0.0
3022,2022-04-29,RosettaStake,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,13.85,13.85,45600113649754568561828,40000000000000000000000,0.37,1000.0,45600000000000000000000,5599986364273214366848,16,16.0,3340.0,rosettastake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqrlllllsyprnh6,,39,1919,0.0
3023,2022-04-29,Smart Chain Connection,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,10.21,10.21,45564851963154661994236,20000000000000000000000,0.37,1000.0,0,25564851963154661994232,8,8.0,1547.0,smartchaincnx,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,"Oregon, USA",40,840,1.0
3024,2022-04-29,Sikka,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,13.44,13.44,45001059302561919264641,40000000000000000000000,0.36,1300.0,45001000000000000000000,5001059302561919264640,16,20.0,2868.0,sikka_tech,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,"Berkeley, CA",41,1919,0.0
3025,2022-04-29,Alchemy Capital,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,13.54,13.54,42500449664108700970043,40000000000000000000000,0.34,1399.0,42500000000000000000000,2500449664108700970032,16,19.0,2893.0,alchemycapital,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqlllllskf06ky,Planet Earth,42,1919,0.0
3026,2022-04-29,Inception Network,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,11.6,11.6,41460874296096821319769,12500000000000000000000,0.34,500.0,45000000000000000000000,28960874296096821319765,5,5.0,2095.0,inceptionnetwork,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq00llllsghg898,,44,600,0.0
