Date,contract,name,Delegator APR,Validator APR,Stake Balance,Base Stake,locked,Stake percent,Service fee,Delegation cap,Top up,Number of active nodes,Total number of nodes,Number of delegators,identity,featured,explorerURL,location,rank,score,Check cap if full
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,LATAM Staking Pool,12.47,13.85,8530669999810587466306,5000000000000000000000,8530669999810587466306,0.07,1000.0,10000000000000000000000,3530669999810587466306,2,2.0,854.0,latamsp,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq30llllsc4t005,,96,240,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,Elrond Philippines Staking,13.58,14.28,7513690440535713520283,5000000000000000000000,7513690440535713520282,0.06,500.0,7482000000000000000000,2513690440535713520282,2,3.0,395.0,zillabytes,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3hlllls93swj9,,101,240,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Hyperblocks Professional Service,12.13,13.47,38571204247607319082813,20000000000000000000000,38571204247607319082808,0.31,1000.0,50000000000000000000000,18571204247607319082808,8,8.0,1325.0,hyperblockspro,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq3lllllsw2eke2,Singapore,45,954,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Forbole,11.85,13.93,62314097786214702191448,37500000000000000000000,62314097786214702191445,0.51,1500.0,85000000000000000000000,24814097786214702191445,15,22.0,825.0,forbole,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq40llllsfjmn54,Cosmos,34,1799,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Gandalf Staking - NFTs as logo,12.68,14.07,31870977948384923319841,20000000000000000000000,31870973945277287601016,0.26,1000.0,50000000000000000000000,11870973945277287601016,8,8.0,974.0,gandalfnetwork,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq48llllszfjtl6,Middle Earth,54,960,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,art3mis.cloud,12.91,13.03,5700703920840595712474,2500000000000000000000,5700702409522010048271,0.04,100.0,5700000000000000000000,3200702409522010048271,1,1.0,415.0,art3mis,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq4lllllsldf2zt,,110,120,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Parasco Staking,10.81,14.41,14545167569500729120256,10000000000000000000000,14545164410435974188052,0.11,1.0,15115000000000000000000,4545164410435974188052,4,4.0,927.0,parasco1,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq50lllls8dl5vl,Romania,79,359,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,B-Harvest,11.04,15.45,39954343328896637627237,35000000000000000000000,39954343328896637627224,0.32,1.0,50000000000000000000000,4954343328896637627224,14,20.0,1690.0,bharvest,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq58llllsvkkv8s,South Korea,43,1199,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,RAF STAKING,12.68,14.4,25490633838983706655508,17500000000000000000000,25490627443516805481835,0.2,1200.0,32000000000000000000000,7990627443516805481835,7,7.0,1665.0,raf_stake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5hlllls6fy43w,,59,840,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,Xylius,11.93,15.9,5225105246037136852770,5000000000000000000000,5225105246037136852770,0.04,2500.0,5700000000000000000000,225105246037136852770,2,2.0,61.0,xylius,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq5llllls3jdd6p,,111,240,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq68lllls2g8068,WeStake,11.16,15.02,12521386936721176252276,10000000000000000000000,12521386936721176252276,0.1,100.0,15000000000000000000000,2521386936721176252276,4,4.0,826.0,westake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq68lllls2g8068,Europe,83,359,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,Trust Staking RO,13.53,13.52,4741957245747170930619,2500000000000000000000,4741957245747170930619,0.03,0.0,4742000000000000000000,2241957245747170930619,1,1.0,546.0,truststakingro,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq6hllllsuh4kve,Romania,118,120,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,CastleStake,12.51,12.5,21842033019318947630955,7500000000000000000000,21840949246313137630953,0.17,1.0,25000000000000000000000,14340949246313137630953,3,15.0,1938.0,castlestake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq80llllsrepk69,"Cristian,Sibiu",67,359,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,Just Mining,12.78,15.29,660980688295892307412736,560000000000000000000000,661001145924181915381536,5.43,1650.0,660999810000000000000000,101001145924181915381536,224,233.0,12873.0,justminingfr,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8hlllls7a6h85,France,2,26859,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,CryptoBay,12.76,14.49,24924643236229149554074,17500000000000000000000,24924643236229149554071,0.2,1200.0,25000000000000000000000,7424643236229149554071,7,7.0,1452.0,cryptobay,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq8llllls4xn0vm,Earth,61,840,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,âï¸ Valid Blocks,12.13,13.88,177264280784010019818138,112500000000000000000000,189764280784010019818120,1.56,700.0,180000000000000000000000,77264280784010019818120,45,40.0,4772.0,validblocks,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq90llllslwfcr3,"Sibiu, Romania",12,5135,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,christstake.com,12.15,14.83,35953182338832496200001,27500000000000000000000,35953182338832496200001,0.29,1.0,75000000000000000000000,8453182338832496200001,11,42.0,3095.0,christstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq98lllls54qqg7,Universe and beyond,50,1080,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,Partner Staking,11.77,14.0,431386000892502272441078,265000000000000000000000,431385980043713806541546,3.55,1600.0,435000000000000000000000,166385980043713806541546,106,106.0,8665.0,partnerstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9hllllsz2je7q,Romania,5,12720,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,MGStaking,11.91,13.26,224002189895355829712179,107500000000000000000000,224002189895355829712163,1.84,100.0,224000000000000000000000,116502189895355829712163,43,51.0,8974.0,mgstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqq9lllllsf3mp40,Bucharest,9,4680,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,Restake,12.47,13.85,8515971654648728690364,5000000000000000000000,8515971654648728690364,0.07,1000.0,0,3515971654648728690364,2,2.0,186.0,restake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa0llllszujzth,,97,240,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,XQ Company,0.0,16.07,2531310000000000000000,2500000000000000000000,2531310000000000000000,0.02,10.0,25000000000000000000000,31310000000000000000,1,1.0,7.0,xqcompany,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqa8llllsf8m6qc,,288,0,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqahllllslcfrkx,Swigs Staking,0.0,15.67,2729716490210449380163,2500000000000000000000,2729716490210449380163,0.02,1500.0,0,229716490210449380163,1,2.0,12.0,swigsstaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqahllllslcfrkx,Switzerland,246,0,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,Binance Staking,11.03,11.96,304882439139233995339851,75000000000000000000000,304882439139233995339830,2.5,792.0,0,229882439139233995339830,30,30.0,8260.0,binance_staking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc0llllsayxegu,,7,3600,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,Smart Chain Connection,10.08,12.79,50644622616727910037694,20000000000000000000000,50644622616727910037688,0.41,1000.0,0,30644622616727910037688,8,8.0,2011.0,smartchaincnx,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqc8llllskl0prn,"Oregon, USA",38,840,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,Mr.Reboot,13.97,13.98,4099666215595585211138,2500000000000000000000,4099666215595585211138,0.03,10.0,4100000000000000000000,1599666215595585211138,1,2.0,478.0,newstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqchllllsqqac4d,,135,120,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,Cavaleria Staking,11.82,13.12,21996875860583279172824,10000000000000000000000,21996864365156438187256,0.18,1000.0,22000000000000000000000,11996864365156438187256,4,6.0,2791.0,cavaleria,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqclllllstm5q7z,,66,480,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,WAVENODE,11.91,14.01,8127308802106900317348,5000000000000000000000,8127308802106900317348,0.06,1500.0,13000000000000000000000,3127308802106900317348,2,3.0,683.0,wavenode,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd0lllls5qqfun,,98,240,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Incal (16 nodes + 3 queued)âï¸,13.47,14.63,54999991666920132223719,40000000000000000000000,54999976678131828564080,0.45,800.0,55000000000000000000000,14999976678131828564080,16,20.0,1754.0,incal,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqd8llllslmf3hu,Decentralized,36,1919,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,â¡ï¸Tortuga Stakingâ¡ï¸,12.71,13.37,9999000300105921350107,5000000000000000000000,9999000300105921350106,0.08,500.0,10000000000000000000000,4999000300105921350106,2,3.0,1021.0,tortugax,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdhllllsfymgpz,Sibiu-Romania,92,240,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,ð¨ðµ Kevin â¡ï¸,9.19,15.58,2782504560828391799953,2500000000000000000000,2782504560828391799953,0.02,4100.0,0,282504560828391799953,1,1.0,42.0,kevinlallement,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdlllllszljs2d,France,243,120,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Woodstock Fund,11.22,12.46,37313139949204081698977,12500000000000000000000,37313139949204081698975,0.3,1000.0,50000000000000000000000,24813139949204081698975,5,5.0,823.0,woodstockfund,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqe8llllscqtxme,Cayman Islands,48,600,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,Aerovek Staking Agency,11.16,13.12,27499997307049906181645,12500000000000000000000,27499935243156639464280,0.22,1500.0,27500000000000000000000,14999935243156639464280,5,5.0,1856.0,aerovek,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqehllllswleld8,,56,600,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,New Age Staking,16.03,15.92,7657233743053060162801,10000000000000000000000,10416233743053060162800,0.08,1.0,7501000000000000000000,416233743053060162800,4,3.0,4.0,n_a_s,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf0lllls98s48j,,86,480,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,Sikka,13.51,15.52,45000610275293042880709,40000000000000000000000,45000610275293042880704,0.37,1300.0,45001000000000000000000,5000610275293042880704,16,20.0,2922.0,sikka_tech,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqf8llllswuedva,"Berkeley, CA",41,1994,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,Alchemist Stake,12.39,13.75,153625056986964387374946,87500000000000000000000,153624029904620458165290,1.26,1000.0,157000000000000000000000,66124029904620458165290,35,42.0,7554.0,stakeborg,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqfhllllscrt56r,,18,4200,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,Empress Staking ð¥ 1 percent fee until 2024 ð¥,12.97,13.09,200134508193356766170049,90000000000000000000000,200134335567331226538900,1.64,100.0,200135000000000000000000,110134335567331226538900,36,41.0,7227.0,empress_genmei,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqg8llllsqra25h,https://t.me/empress_staking,10,4320,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,Easy 2 Stake,12.37,14.54,28116060590628115586067,20000000000000000000000,28116060590628115586064,0.23,1500.0,29000000000000000000000,8116060590628115586064,8,12.0,1612.0,easy2stake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqghllllsku0nzf,,55,960,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,StakeCON,12.17,13.15,21745122316706599012214,10000000000000000000000,21745122316706599012212,0.17,750.0,26500000000000000000000,11745122316706599012212,4,5.0,1016.0,stakecon,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqglllllsa8xtfx,"Sibiu, Romania",68,480,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Equinoxe Capital,12.41,12.4,153453172100909872641463,50000000000000000000000,153453171157811076650960,1.26,1.0,0,103453171157811076650960,20,26.0,1739.0,equinoxecapital,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh0lllls49nadp,Romania,19,2399,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Cryptobizz,12.65,14.88,3235518571264835599408,2500000000000000000000,3235518571264835599408,0.02,1500.0,10000000000000000000000,735518571264835599408,1,1.0,242.0,cryptobizz,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhhllllsgpguss,Sibiu,212,120,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,MyCointainer,11.94,13.26,10409078794665284749289,5000000000000000000000,10409078794665284749288,0.08,1000.0,0,5409078794665284749288,2,2.0,708.0,myc_devops,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqhlllllsr6pyml,,87,240,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,Moonlorian Stake,12.06,13.38,19890572775053296524870,10000000000000000000000,19890572775053296524868,0.16,1000.0,20100000000000000000000,9890572775053296524868,4,4.0,742.0,moonlorianstake,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj0lllls2a8xw2,www.moonlorian.com/stake,72,480,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Galaxy Staking,12.61,15.16,18210680063320880517215,15000000000000000000000,18210667750227431831184,0.14,22.0,18765432100000000000000,3210667750227431831184,6,6.0,1187.0,galaxyone,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqj8llllspxw799,Romania,75,600,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,Rohanstake,11.19,15.97,15469430873318817786635,15000000000000000000000,15469430873318817786630,0.12,3000.0,15510000000000000000000,469430873318817786630,6,6.0,112.0,rohanstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjhllllsheu8nm,,78,720,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,Trust the Netherlands,12.28,14.44,3604081415500951231102,2500000000000000000000,3604081415500951231102,0.02,1500.0,0,1104081415500951231102,1,1.0,229.0,truststakingne,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqjlllllsuz4lc5,The Netherlands,208,120,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,stakeGEN,12.57,13.95,20631654918461007974666,12500000000000000000000,20631652793806514437220,0.16,1000.0,30000000000000000000000,8131652793806514437220,5,11.0,1305.0,stakegen,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk0llllsm6h64t,"United Kingdom, London",71,960,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,PXR Staking,14.35,14.34,3699997103506048843678,2500000000000000000000,3699997103506048843678,0.03,0.0,3700000000000000000000,1199997103506048843678,1,1.0,31.0,pxr_staking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqk8llllssp7z7y,,207,120,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,Staked,10.41,12.24,76124267826251641223385,22500000000000000000000,76124259956421182605131,0.62,1500.0,0,53624259956421182605131,9,10.0,766.0,stakedinc,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqkhllllsx7vmg6,http://staked.us,29,1199,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,AUDIT.one,12.66,14.06,32000364266804468296033,20000000000000000000000,32000364266804468296032,0.26,1000.0,32000000000000000000000,12000364266804468296032,8,8.0,1756.0,auditone,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqklllllsd99rr4,https://audit.one,52,960,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,D1fferent Capital,12.14,12.13,36300050812727605698330,10000000000000000000000,36300050812727605698328,0.29,1.0,100000000000000000000000,26300050812727605698328,4,4.0,1427.0,d1fferent,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm0lllls0v2sfz,,49,480,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,P2P Validator,11.85,13.97,69760900826212870619557,42500000000000000000000,69760900826212870619552,0.57,1000.0,80000000000000000000000,27260900826212870619552,17,17.0,856.0,p2p_org_,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqm8llllsyhrgzd,Milky Way,30,1919,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Aurentum GmbH,11.31,15.07,24764755825769516602336,20000000000000000000000,24764755717710897785808,0.2,1.0,0,4764755717710897785808,8,11.0,1082.0,aurentum,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmhllllsjg335n,Germany,62,720,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,InfStones,10.24,11.63,27018457095223939666954,5000000000000000000000,27018457095223939666954,0.22,1200.0,0,22018457095223939666954,2,2.0,189.0,infstonescom,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqmlllllsencflu,"Dallas, TX",58,240,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,Ape Staking,11.98,13.57,4659584660414513046068,2500000000000000000000,4659584660414513046068,0.03,1175.0,5500000000000000000000,2159584660414513046068,1,1.0,272.0,apestaking,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqn8lllls0e2ea0,"The Elrond Blockchain, thus everywhere!",121,120,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,Robot Stake,15.99,15.98,17999999922392354664897,17500000000000000000000,17999999922392354664896,0.14,0.0,18000000000000000000000,499999922392354664896,7,7.0,370.0,robotstake,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnhllllsexcqt3,,76,840,1.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,Allstar.io,13.93,14.97,9499033421264906421168,7500000000000000000000,9499033421264906421168,0.07,699.0,9500000000000000000000,1999033421264906421168,3,3.0,638.0,allstario,0.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqnlllllsja3cq7,,93,359,0.0
2022-04-09,erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,ImpactStaking,12.81,14.55,7000002858902205997130,5000000000000000000000,7000002858902205997130,0.05,1200.0,7000000000000000000000,2000002858902205997130,2,3.0,582.0,impactstaking,1.0,https://explorer.elrond.com/providers/erd1qqqqqqqqqqqqqqqpqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp0llllswfeycs,Planet Earth,105,240,0.0
